Name,Value,country,league_name,seasonid,seasonyear
data,South Korea K League 2,South Korea,K League 2,8938,2023
data,South Korea K League 2,South Korea,K League 2,11156,2024
data,South Korea K League 2,South Korea,K League 2,16241,2025
data,France National 2,France,National 2,754,20172018
data,France National 2,France,National 2,755,20162017
data,France National 2,France,National 2,756,20152016
data,France National 2,France,National 2,757,20142015
data,France National 2,France,National 2,758,20132014
data,France National 2,France,National 2,1639,20182019
data,France National 2,France,National 2,2429,20192020
data,South Korea K3 League,South Korea,K3 League,762,2016
data,South Korea K3 League,South Korea,K3 League,763,2015
data,South Korea K3 League,South Korea,K3 League,764,2014
data,South Korea K3 League,South Korea,K3 League,765,2013
data,South Korea K3 League,South Korea,K3 League,790,2017
data,South Korea K3 League,South Korea,K3 League,1120,2018
data,South Korea K3 League,South Korea,K3 League,1927,2019
data,South Korea K3 League,South Korea,K3 League,4395,2020
data,South Korea K3 League,South Korea,K3 League,5860,2021
data,South Korea K3 League,South Korea,K3 League,7137,2022
data,South Korea K3 League,South Korea,K3 League,9066,2023
data,South Korea K3 League,South Korea,K3 League,11281,2024
data,South Korea K3 League,South Korea,K3 League,14301,2025
data,Luxembourg National Division,Luxembourg,National Division,766,20172018
data,Luxembourg National Division,Luxembourg,National Division,767,20162017
data,Luxembourg National Division,Luxembourg,National Division,768,20152016
data,Luxembourg National Division,Luxembourg,National Division,769,20142015
data,Luxembourg National Division,Luxembourg,National Division,770,20132014
data,Luxembourg National Division,Luxembourg,National Division,1570,20182019
data,Luxembourg National Division,Luxembourg,National Division,2417,20192020
data,Luxembourg National Division,Luxembourg,National Division,4752,20202021
data,Luxembourg National Division,Luxembourg,National Division,6094,20212022
data,Luxembourg National Division,Luxembourg,National Division,7708,20222023
data,Luxembourg National Division,Luxembourg,National Division,9550,20232024
data,Luxembourg National Division,Luxembourg,National Division,12477,20242025
data,Luxembourg National Division,Luxembourg,National Division,15081,20252026
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,771,20172018
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,772,20142015
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,788,20162017
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,789,20152016
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,1571,20182019
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,2672,20192020
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,4753,20202021
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,6444,20212022
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,8114,20222023
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,9620,20232024
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,12942,20242025
data,Luxembourg Division of Honour,Luxembourg,Division of Honour,15080,20252026
data,USA NASL,USA,NASL,773,2017
data,USA NASL,USA,NASL,774,2016
data,USA NASL,USA,NASL,775,2015
data,USA NASL,USA,NASL,776,2014
data,USA NASL,USA,NASL,777,2013
data,USA NASL,USA,NASL,4325,2012
data,USA NASL,USA,NASL,4331,2011
data,Vietnam V.League 1,Vietnam,V.League 1,778,2017
data,Vietnam V.League 1,Vietnam,V.League 1,779,2016
data,Vietnam V.League 1,Vietnam,V.League 1,780,2015
data,Vietnam V.League 1,Vietnam,V.League 1,781,2014
data,Vietnam V.League 1,Vietnam,V.League 1,782,2013
data,Vietnam V.League 1,Vietnam,V.League 1,1119,2018
data,Vietnam V.League 1,Vietnam,V.League 1,2062,2019
data,Vietnam V.League 1,Vietnam,V.League 1,3712,2020
data,Vietnam V.League 1,Vietnam,V.League 1,5445,2021
data,Vietnam V.League 1,Vietnam,V.League 1,6972,2022
data,Vietnam V.League 1,Vietnam,V.League 1,8831,2023
data,Vietnam V.League 1,Vietnam,V.League 1,10721,20232024
data,Vietnam V.League 1,Vietnam,V.League 1,13152,20242025
data,Vietnam V.League 1,Vietnam,V.League 1,15243,20252026
data,Vietnam V.League 2,Vietnam,V.League 2,783,2017
data,Vietnam V.League 2,Vietnam,V.League 2,784,2016
data,Vietnam V.League 2,Vietnam,V.League 2,785,2015
data,Vietnam V.League 2,Vietnam,V.League 2,786,2014
data,Vietnam V.League 2,Vietnam,V.League 2,787,2013
data,Vietnam V.League 2,Vietnam,V.League 2,1210,2018
data,Vietnam V.League 2,Vietnam,V.League 2,1888,2019
data,Vietnam V.League 2,Vietnam,V.League 2,3788,2020
data,Vietnam V.League 2,Vietnam,V.League 2,5579,2021
data,Vietnam V.League 2,Vietnam,V.League 2,6973,2022
data,Vietnam V.League 2,Vietnam,V.League 2,9079,2023
data,Vietnam V.League 2,Vietnam,V.League 2,10725,20232024
data,Vietnam V.League 2,Vietnam,V.League 2,13594,20242025
data,Vietnam V.League 2,Vietnam,V.League 2,15786,20252026
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,793,20172018
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,794,20162017
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,795,20152016
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,796,20142015
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,797,20132014
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,1541,20182019
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,2259,20192020
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,4640,20202021
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,6091,20212022
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,7578,20222023
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,9583,20232024
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,12543,20242025
data,Denmark Elitedivisionen,Denmark,Elitedivisionen,15563,20252026
data,Tunisia Ligue 1,Tunisia,Ligue 1,798,20172018
data,Tunisia Ligue 1,Tunisia,Ligue 1,799,20162017
data,Tunisia Ligue 1,Tunisia,Ligue 1,800,20152016
data,Tunisia Ligue 1,Tunisia,Ligue 1,801,20142015
data,Tunisia Ligue 1,Tunisia,Ligue 1,802,20132014
data,Tunisia Ligue 1,Tunisia,Ligue 1,1644,20182019
data,Tunisia Ligue 1,Tunisia,Ligue 1,2650,20192020
data,Tunisia Ligue 1,Tunisia,Ligue 1,5257,20202021
data,Tunisia Ligue 1,Tunisia,Ligue 1,6726,20212022
data,Tunisia Ligue 1,Tunisia,Ligue 1,8428,20222023
data,Tunisia Ligue 1,Tunisia,Ligue 1,10156,20232024
data,Tunisia Ligue 1,Tunisia,Ligue 1,13307,20242025
data,Tunisia Ligue 1,Tunisia,Ligue 1,15480,20252026
data,Tunisia Ligue 2,Tunisia,Ligue 2,803,20172018
data,Tunisia Ligue 2,Tunisia,Ligue 2,804,20162017
data,Tunisia Ligue 2,Tunisia,Ligue 2,805,20152016
data,Tunisia Ligue 2,Tunisia,Ligue 2,806,20142015
data,Tunisia Ligue 2,Tunisia,Ligue 2,807,20132014
data,Tunisia Ligue 2,Tunisia,Ligue 2,1783,20182019
data,Tunisia Ligue 2,Tunisia,Ligue 2,2886,20192020
data,Tunisia Ligue 2,Tunisia,Ligue 2,5512,20202021
data,Tunisia Ligue 2,Tunisia,Ligue 2,6794,20212022
data,Tunisia Ligue 2,Tunisia,Ligue 2,8443,20222023
data,Tunisia Ligue 2,Tunisia,Ligue 2,10705,20232024
data,Tunisia Ligue 2,Tunisia,Ligue 2,13628,20242025
data,Tunisia Ligue 2,Tunisia,Ligue 2,15995,20252026
data,Qatar Stars League,Qatar,Stars League,808,20172018
data,Qatar Stars League,Qatar,Stars League,809,20162017
data,Qatar Stars League,Qatar,Stars League,810,20152016
data,Qatar Stars League,Qatar,Stars League,811,20132014
data,Qatar Stars League,Qatar,Stars League,837,20142015
data,Qatar Stars League,Qatar,Stars League,1595,20182019
data,Qatar Stars League,Qatar,Stars League,2472,20192020
data,Qatar Stars League,Qatar,Stars League,4849,20202021
data,Qatar Stars League,Qatar,Stars League,6312,20212022
data,Qatar Stars League,Qatar,Stars League,9213,20222023
data,Qatar Stars League,Qatar,Stars League,10154,20232024
data,Qatar Stars League,Qatar,Stars League,12587,20242025
data,Qatar Stars League,Qatar,Stars League,15038,20252026
data,Qatar Second Division,Qatar,Second Division,812,20132014
data,Qatar Second Division,Qatar,Second Division,839,20142015
data,Qatar Second Division,Qatar,Second Division,840,20172018
data,Qatar Second Division,Qatar,Second Division,841,20162017
data,Qatar Second Division,Qatar,Second Division,842,20152016
data,Qatar Second Division,Qatar,Second Division,1795,20182019
data,Qatar Second Division,Qatar,Second Division,2905,20192020
data,Qatar Second Division,Qatar,Second Division,5255,20202021
data,Qatar Second Division,Qatar,Second Division,6695,20212022
data,Qatar Second Division,Qatar,Second Division,8235,20222023
data,Qatar Second Division,Qatar,Second Division,10522,20232024
data,Qatar Second Division,Qatar,Second Division,13439,20242025
data,Qatar Second Division,Qatar,Second Division,15814,20252026
data,England U18 Premier League,England,U18 Premier League,813,20172018
data,England U18 Premier League,England,U18 Premier League,814,20152016
data,England U18 Premier League,England,U18 Premier League,815,20142015
data,England U18 Premier League,England,U18 Premier League,816,20132014
data,England U18 Premier League,England,U18 Premier League,838,20162017
data,England U18 Premier League,England,U18 Premier League,1727,20182019
data,England U18 Premier League,England,U18 Premier League,2583,20192020
data,England U18 Premier League,England,U18 Premier League,3959,20122013
data,England U18 Premier League,England,U18 Premier League,3960,20112012
data,England U18 Premier League,England,U18 Premier League,4956,20202021
data,England U18 Premier League,England,U18 Premier League,6350,20212022
data,England U18 Premier League,England,U18 Premier League,8038,20222023
data,England U18 Premier League,England,U18 Premier League,10215,20232024
data,England U18 Premier League,England,U18 Premier League,13092,20242025
data,England U18 Premier League,England,U18 Premier League,15518,20252026
data,France Feminine Division 1,France,Feminine Division 1,817,20172018
data,France Feminine Division 1,France,Feminine Division 1,818,20162017
data,France Feminine Division 1,France,Feminine Division 1,819,20152016
data,France Feminine Division 1,France,Feminine Division 1,820,20142015
data,France Feminine Division 1,France,Feminine Division 1,821,20132014
data,France Feminine Division 1,France,Feminine Division 1,1679,20182019
data,France Feminine Division 1,France,Feminine Division 1,2430,20192020
data,France Feminine Division 1,France,Feminine Division 1,4205,20122013
data,France Feminine Division 1,France,Feminine Division 1,4212,20112012
data,France Feminine Division 1,France,Feminine Division 1,4219,20092010
data,France Feminine Division 1,France,Feminine Division 1,4795,20202021
data,France Feminine Division 1,France,Feminine Division 1,6407,20212022
data,France Feminine Division 1,France,Feminine Division 1,8088,20222023
data,France Feminine Division 1,France,Feminine Division 1,9811,20232024
data,France Feminine Division 1,France,Feminine Division 1,12789,20242025
data,France Feminine Division 1,France,Feminine Division 1,15244,20252026
data,France Championnat National U19,France,Championnat National U19,822,20172018
data,France Championnat National U19,France,Championnat National U19,823,20162017
data,France Championnat National U19,France,Championnat National U19,824,20152016
data,France Championnat National U19,France,Championnat National U19,825,20142015
data,France Championnat National U19,France,Championnat National U19,826,20132014
data,France Championnat National U19,France,Championnat National U19,1715,20182019
data,France Championnat National U19,France,Championnat National U19,2468,20192020
data,France Championnat National U19,France,Championnat National U19,4222,20122013
data,France Championnat National U19,France,Championnat National U19,4876,20202021
data,France Championnat National U19,France,Championnat National U19,6485,20212022
data,France Championnat National U19,France,Championnat National U19,7992,20222023
data,France Championnat National U19,France,Championnat National U19,10046,20232024
data,France Championnat National U19,France,Championnat National U19,12940,20242025
data,France Championnat National U19,France,Championnat National U19,15642,20252026
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,827,20172018
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,828,20162017
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,829,20152016
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,830,20142015
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,831,20132014
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,1577,20182019
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,2459,20192020
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,4204,20122013
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,4211,20112012
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,4218,20102011
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,4221,20092010
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,4834,20202021
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,6093,20212022
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,7961,20222023
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,9979,20232024
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,12934,20242025
data,Germany Frauen Bundesliga,Germany,Frauen Bundesliga,16025,20252026
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,832,20172018
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,833,20162017
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,834,20152016
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,835,20142015
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,836,20132014
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,1580,20182019
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,2464,20192020
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,4835,20202021
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,6478,20212022
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,7769,20222023
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,9882,20232024
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,12848,20242025
data,Germany 2. Frauen Bundesliga,Germany,2. Frauen Bundesliga,15296,20252026
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,843,2017
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,844,2016
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,845,2015
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,846,2014
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,847,2013
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,1093,2018
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,1872,2019
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,3553,2020
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,5580,2021
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,7038,2022
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,8934,2023
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,11157,2024
data,Ecuador Primera Categoría Serie A,Ecuador,Primera Categoría Serie A,15842,2025
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,848,2017
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,849,2016
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,850,2014
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,851,2015
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,852,2013
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,1094,2018
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,1873,2019
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,4623,2020
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,5723,2021
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,7261,2022
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,9084,2023
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,11329,2024
data,Ecuador Primera Categoría Serie B,Ecuador,Primera Categoría Serie B,14309,2025
data,Uruguay Primera División,Uruguay,Primera División,853,2017
data,Uruguay Primera División,Uruguay,Primera División,854,2016
data,Uruguay Primera División,Uruguay,Primera División,855,20152016
data,Uruguay Primera División,Uruguay,Primera División,856,20142015
data,Uruguay Primera División,Uruguay,Primera División,857,20132014
data,Uruguay Primera División,Uruguay,Primera División,1095,2018
data,Uruguay Primera División,Uruguay,Primera División,1905,2019
data,Uruguay Primera División,Uruguay,Primera División,3789,2020
data,Uruguay Primera División,Uruguay,Primera División,5809,2021
data,Uruguay Primera División,Uruguay,Primera División,7067,2022
data,Uruguay Primera División,Uruguay,Primera División,8937,2023
data,Uruguay Primera División,Uruguay,Primera División,11209,2024
data,Uruguay Primera División,Uruguay,Primera División,14626,2025
data,Uruguay Segunda División,Uruguay,Segunda División,858,2017
data,Uruguay Segunda División,Uruguay,Segunda División,859,2016
data,Uruguay Segunda División,Uruguay,Segunda División,860,20152016
data,Uruguay Segunda División,Uruguay,Segunda División,861,20142015
data,Uruguay Segunda División,Uruguay,Segunda División,862,20132014
data,Uruguay Segunda División,Uruguay,Segunda División,1096,2018
data,Uruguay Segunda División,Uruguay,Segunda División,1949,2019
data,Uruguay Segunda División,Uruguay,Segunda División,4651,2020
data,Uruguay Segunda División,Uruguay,Segunda División,5908,2021
data,Uruguay Segunda División,Uruguay,Segunda División,7173,2022
data,Uruguay Segunda División,Uruguay,Segunda División,9288,2023
data,Uruguay Segunda División,Uruguay,Segunda División,11491,2024
data,Uruguay Segunda División,Uruguay,Segunda División,16157,2025
data,Uruguay Segunda B Nacional,Uruguay,Segunda B Nacional,863,2017
data,Uruguay Segunda B Nacional,Uruguay,Segunda B Nacional,864,20142015
data,Uruguay Segunda B Nacional,Uruguay,Segunda B Nacional,865,20132014
data,Uruguay Segunda B Nacional,Uruguay,Segunda B Nacional,1398,2018
data,Uruguay Segunda B Nacional,Uruguay,Segunda B Nacional,2151,2019
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,866,20172018
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,867,20162017
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,868,20132014
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,882,20152016
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,883,20142015
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,1616,20182019
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,2260,20192020
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,4831,20202021
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,6042,20212022
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,7865,20222023
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,9578,20232024
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,12584,20242025
data,UAE Arabian Gulf League,UAE,Arabian Gulf League,15360,20252026
data,UAE Division One,UAE,Division One,869,20152016
data,UAE Division One,UAE,Division One,870,20142015
data,UAE Division One,UAE,Division One,871,20132014
data,UAE Division One,UAE,Division One,884,20172018
data,UAE Division One,UAE,Division One,885,20162017
data,UAE Division One,UAE,Division One,1822,20182019
data,UAE Division One,UAE,Division One,2975,20192020
data,UAE Division One,UAE,Division One,5205,20202021
data,UAE Division One,UAE,Division One,6728,20212022
data,UAE Division One,UAE,Division One,8237,20222023
data,UAE Division One,UAE,Division One,10507,20232024
data,UAE Division One,UAE,Division One,13064,20242025
data,UAE Division One,UAE,Division One,15251,20252026
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,872,20172018
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,873,20162017
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,874,20152016
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,875,20142015
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,876,20132014
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,1781,20182019
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,2723,20192020
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,4905,20202021
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,6795,20212022
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,8092,20222023
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,10294,20232024
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,13245,20242025
data,Tanzania Ligi kuu Bara,Tanzania,Ligi kuu Bara,15967,20252026
data,Sweden U21 League,Sweden,U21 League,877,2017
data,Sweden U21 League,Sweden,U21 League,878,2015
data,Sweden U21 League,Sweden,U21 League,879,2014
data,Sweden U21 League,Sweden,U21 League,886,2016
data,Sweden U21 League,Sweden,U21 League,887,2013
data,Sweden U21 League,Sweden,U21 League,1111,2018
data,Sweden U21 League,Sweden,U21 League,2075,2019
data,Sweden U21 League,Sweden,U21 League,3842,2020
data,Sweden U21 League,Sweden,U21 League,5630,2021
data,Sweden U21 League,Sweden,U21 League,7150,2022
data,Sweden U21 League,Sweden,U21 League,8943,2023
data,Sweden U21 League,Sweden,U21 League,11238,2024
data,Sweden U21 League,Sweden,U21 League,15848,2025
data,Spain Segunda División B,Spain,Segunda División B,880,20142015
data,Spain Segunda División B,Spain,Segunda División B,881,20132014
data,Spain Segunda División B,Spain,Segunda División B,888,20172018
data,Spain Segunda División B,Spain,Segunda División B,889,20162017
data,Spain Segunda División B,Spain,Segunda División B,890,20152016
data,Spain Segunda División B,Spain,Segunda División B,1721,20182019
data,Spain Segunda División B,Spain,Segunda División B,2744,20192020
data,Spain Segunda División B,Spain,Segunda División B,4230,20122013
data,Spain Segunda División B,Spain,Segunda División B,4248,20112012
data,Spain Segunda División B,Spain,Segunda División B,4274,20102011
data,Spain Segunda División B,Spain,Segunda División B,4282,20092010
data,Spain Segunda División B,Spain,Segunda División B,6213,20212022
data,Spain Segunda División B,Spain,Segunda División B,8146,20222023
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,891,20172018
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,892,20162017
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,893,20152016
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,894,20132014
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,896,20142015
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,1722,20182019
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,2698,20192020
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,5199,20202021
data,Spain División de Honor Juvenil,Spain,División de Honor Juvenil,6619,20212022
data,Portugal Campeonato de Portugal Prio,Portugal,Campeonato de Portugal Prio,895,20172018
data,Portugal Campeonato de Portugal Prio,Portugal,Campeonato de Portugal Prio,897,20152016
data,Portugal Campeonato de Portugal Prio,Portugal,Campeonato de Portugal Prio,898,20162017
data,Portugal Campeonato de Portugal Prio,Portugal,Campeonato de Portugal Prio,899,20142015
data,Portugal Campeonato de Portugal Prio,Portugal,Campeonato de Portugal Prio,900,20132014
data,Portugal Campeonato de Portugal Prio,Portugal,Campeonato de Portugal Prio,1720,20182019
data,Portugal Campeonato de Portugal Prio,Portugal,Campeonato de Portugal Prio,2675,20192020
data,New Zealand Premiership,New Zealand,Premiership,901,20172018
data,New Zealand Premiership,New Zealand,Premiership,902,20162017
data,New Zealand Premiership,New Zealand,Premiership,903,20152016
data,New Zealand Premiership,New Zealand,Premiership,904,20142015
data,New Zealand Premiership,New Zealand,Premiership,905,20132014
data,New Zealand Premiership,New Zealand,Premiership,1794,20182019
data,New Zealand Premiership,New Zealand,Premiership,2970,20192020
data,New Zealand Premiership,New Zealand,Premiership,5222,20202021
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,906,2017
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,907,2016
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,1523,2018
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,1921,2019
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,4434,2020
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,5744,2021
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,7599,2022
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,9062,2023
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,11334,2024
data,New Zealand Regional Leagues,New Zealand,Regional Leagues,14425,2025
data,Kenya National Super League,Kenya,National Super League,908,2017
data,Kenya National Super League,Kenya,National Super League,1209,2018
data,Kenya National Super League,Kenya,National Super League,1836,20182019
data,Kenya National Super League,Kenya,National Super League,3855,20192020
data,Kenya National Super League,Kenya,National Super League,5362,20202021
data,Kenya National Super League,Kenya,National Super League,6717,20212022
data,Kenya National Super League,Kenya,National Super League,8614,20222023
data,Kenya National Super League,Kenya,National Super League,10472,20232024
data,Kenya National Super League,Kenya,National Super League,13198,20242025
data,Kenya National Super League,Kenya,National Super League,16078,20252026
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,909,2017
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,910,2016
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,911,2015
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,912,2014
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,998,2018
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,1835,20182019
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,2284,20192020
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,5237,20202021
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,6687,20212022
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,8472,20222023
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,10166,20232024
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,13115,20242025
data,Kenya Kenyan Premier League,Kenya,Kenyan Premier League,15809,20252026
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,913,2017
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,914,2016
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,915,2015
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,925,2014
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,926,2013
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,1074,2018
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,1866,2019
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,3804,2020
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,5740,2021
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,7130,2022
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,9006,2023
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,11220,2024
data,Japan Nadeshiko League 1,Japan,Nadeshiko League 1,16275,2025
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,916,20172018
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,917,20162017
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,918,20152016
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,919,20142015
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,927,20132014
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,1599,20182019
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,2518,20192020
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,5193,20202021
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,6212,20212022
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,8089,20222023
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,9883,20232024
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,12772,20242025
data,Saudi Arabia Professional League,Saudi Arabia,Professional League,15741,20252026
